MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice
60,RL,1.4803421887365897,2.225918237934776,Pave,NA,Reg,Lvl,3,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,2,0,CBlock,3,3,1,1,0.0,1,945.0,945.0,GasA,2,Y,SBrkr,1.9244216194303279,912,2.018459031946316,0.0,2,1,4,1,2,8,0,1,3,Attchd,1978.0,0,2.0,482.0,0,0,2,400,105,0,0,0,0,0,GdPrv,NA,7,WD,Normal,
85,RL,1.4397184637016933,2.219530995264052,Pave,NA,IR1,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,CompShg,VinylSd,Wd Shng,Stone,252.0,3,0,CBlock,5,3,4,6,1005.0,1,42.0,1047.0,GasA,2,Y,SBrkr,1.94412144270221,0,1.94412144270221,1.0,1,0,2,1,2,5,0,1,2,Attchd,1976.0,0,2.0,596.0,0,0,2,444,0,40,0,0,0,0,NA,NA,7,WD,Normal,
60,FV,1.4626737779454593,2.214879959596966,Pave,NA,IR1,Lvl,3,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,1,5,788.0,1,172.0,960.0,GasA,4,Y,SBrkr,1.9267176142078994,1358,2.0474941170268974,1.0,2,1,3,1,3,8,0,1,5,BuiltIn,2005.0,2,2.0,541.0,0,0,2,0,246,0,0,0,0,0,NA,NA,6,New,Partial,
80,RL,1.4803421887365897,2.225918237934776,Pave,NA,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,2,0,CBlock,3,2,1,5,548.0,1,127.0,675.0,GasA,2,Y,SBrkr,1.9475108654179285,766,2.019739829420678,0.0,3,0,3,1,3,8,0,1,3,Attchd,1975.0,0,2.0,485.0,0,0,2,48,28,0,0,0,0,0,NA,NA,6,WD,Normal,
20,RL,1.4775113193551406,2.2203268063678463,Pave,NA,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176.0,2,0,CBlock,3,3,1,5,755.0,1,348.0,1103.0,GasA,2,Y,SBrkr,1.9467368100274605,0,1.9467368100274605,0.0,2,0,3,1,2,6,0,0,0,Attchd,1974.0,1,2.0,462.0,0,0,2,295,84,0,0,0,0,0,GdWo,NA,6,WD,Normal,
20,RL,1.4096066464289525,2.184008326729816,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,0,CBlock,3,3,1,3,20.0,2,224.0,864.0,GasA,2,Y,SBrkr,1.9129559872309398,0,1.9129559872309398,0.0,1,0,3,1,2,5,0,0,0,Detchd,1995.0,1,2.0,576.0,0,0,2,63,0,0,0,0,0,0,NA,NA,3,WD,Normal,
120,RH,1.1811431408094568,2.2060118671168656,Pave,NA,IR2,Lvl,3,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,0,PConc,4,3,1,6,951.0,1,536.0,1487.0,GasA,4,Y,SBrkr,1.9820640320304894,0,1.9820640320304894,1.0,2,0,2,1,3,4,0,0,0,Attchd,2002.0,2,2.0,543.0,0,0,2,196,68,0,0,0,0,0,NA,NA,9,WD,Normal,
160,RM,1.1562690064065475,2.069768149762829,Pave,NA,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,2,0,CBlock,3,3,1,1,0.0,1,525.0,525.0,GasA,2,Y,SBrkr,1.8347228912695175,567,1.9453051312553566,0.0,1,1,3,1,2,6,0,0,0,Detchd,1973.0,1,2.0,440.0,0,0,2,0,0,0,0,0,0,0,NA,NA,12,WD,Normal,
160,RM,1.1562690064065475,2.0383413184417023,Pave,NA,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,2,0,CBlock,3,3,1,2,402.0,1,363.0,765.0,GasA,3,Y,SBrkr,1.893093263588581,600,1.976703931476512,0.0,1,1,3,1,3,7,1,1,2,Attchd,1973.0,1,2.0,440.0,0,0,2,0,36,0,0,0,0,0,NA,NA,6,WD,Normal,
160,RM,1.1133440539599853,2.0207965671688735,Pave,NA,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,2,0,CBlock,3,3,1,5,282.0,1,212.0,494.0,GasA,4,Y,SBrkr,1.8249581628371414,536,1.9369146796105579,0.0,1,1,3,1,2,6,0,0,0,Detchd,1973.0,1,1.0,264.0,0,0,2,0,0,0,0,0,0,0,NA,NA,7,WD,Normal,
160,RM,1.1133440539599853,2.0050612922078,Pave,NA,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,2,0,CBlock,3,3,1,5,276.0,1,207.0,483.0,GasA,2,Y,SBrkr,1.8213209662317569,465,1.9248841440663014,0.0,1,1,2,1,2,5,0,0,0,Detchd,1972.0,1,1.0,264.0,0,0,2,0,0,0,0,0,0,0,NA,NA,7,WD,Normal,
160,RM,1.1133440539599853,2.0050612922078,Pave,NA,Reg,Lvl,3,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,2,0,CBlock,3,3,1,4,382.0,1,143.0,525.0,GasA,3,Y,SBrkr,1.8347228912695175,567,1.9453051312553566,0.0,1,1,3,1,2,6,0,0,0,Detchd,1972.0,1,1.0,264.0,0,0,2,352,0,0,0,0,0,0,GdPrv,NA,10,WD,Normal,
120,RL,1.3788396218579066,2.1168267094278828,Pave,NA,Reg,Lvl,3,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,2,0,CBlock,4,3,1,5,727.0,4,186.0,1069.0,GasA,3,Y,SBrkr,1.9422576168198726,0,1.9422576168198726,0.0,2,0,2,1,2,4,0,1,1,Attchd,1975.0,0,2.0,440.0,0,0,2,0,55,0,0,225,0,0,NA,NA,7,WD,Normal,
20,RL,1.4289675858306226,2.1888029061977834,Pave,NA,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,0,CBlock,3,3,2,5,373.0,3,462.0,943.0,GasA,2,Y,SBrkr,1.9789163199454698,0,1.9789163199454698,1.0,1,0,3,1,2,6,0,1,3,Attchd,1974.0,0,1.0,300.0,0,0,2,0,0,240,0,0,0,0,NA,NA,9,WD,Normal,
120,RL,1.1562690064065475,2.0453586013924014,Pave,NA,Reg,Lvl,3,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,0,CBlock,3,3,1,5,120.0,4,443.0,1055.0,GasA,2,Y,SBrkr,1.9403656705035879,0,1.9403656705035879,1.0,2,0,2,1,2,4,0,0,0,Attchd,1976.0,1,1.0,319.0,0,0,2,0,29,0,0,0,0,0,NA,NA,4,WD,Normal,
160,RL,1.1562690064065475,2.0394813287067515,Pave,NA,Reg,Lvl,3,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,0,CBlock,4,3,1,5,70.0,1,785.0,855.0,GasA,3,Y,SBrkr,1.909705672155159,601,1.9856044078643906,0.0,2,1,3,1,2,6,0,1,3,Attchd,1976.0,0,2.0,460.0,0,0,2,0,28,0,0,0,0,0,NA,NA,7,WD,Normal,
60,RL,1.453173761903945,2.272563276082012,Pave,NA,IR1,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,3,0,PConc,5,4,1,6,1369.0,1,369.0,1738.0,GasA,3,Y,SBrkr,2.009621136697366,851,2.061662804853274,1.0,2,1,4,1,4,11,0,1,4,Attchd,2006.0,0,3.0,831.0,0,0,2,0,0,0,0,0,0,0,NA,NA,8,New,Partial,
20,RL,1.5476647089811362,2.271143955987682,Pave,NA,Reg,Lvl,3,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,3,0,PConc,4,3,3,1,0.0,1,1618.0,1618.0,GasA,4,Y,SBrkr,1.9999851128304418,0,1.9999851128304418,0.0,2,0,2,1,3,6,0,1,4,Attchd,2004.0,2,3.0,880.0,0,0,2,0,0,0,0,0,0,0,NA,NA,7,WD,Normal,
20,RL,1.5437533966819692,2.2419306120517213,Pave,NA,Reg,Lvl,3,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,3,0,PConc,5,4,1,1,0.0,1,1721.0,1721.0,GasA,4,Y,SBrkr,2.0097752817599965,0,2.0097752817599965,0.0,2,0,4,1,3,8,0,0,0,Attchd,2006.0,0,3.0,874.0,0,0,2,0,43,0,0,0,0,0,NA,NA,9,New,Partial,
20,RL,1.5660066297600124,2.2618704046435893,Pave,NA,IR1,HLS,3,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,4,0,PConc,5,3,4,6,1505.0,1,363.0,1868.0,GasA,4,Y,SBrkr,2.019243403276806,0,2.019243403276806,1.0,2,0,2,1,4,7,0,1,4,Attchd,2005.0,2,3.0,1085.0,0,0,2,354,56,0,0,156,0,0,NA,NA,6,WD,Normal,
60,RL,1.5660066297600124,2.2560201075695154,Pave,NA,IR1,Lvl,3,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,3,0,PConc,4,3,3,1,0.0,1,1090.0,1090.0,GasA,4,Y,SBrkr,1.9485355281680923,1089,2.0410821634468537,0.0,2,1,4,1,4,10,0,1,4,BuiltIn,2005.0,2,3.0,670.0,0,0,2,148,95,0,0,0,0,0,NA,NA,8,New,Partial,
60,RL,1.4831304777411851,2.219695046550376,Pave,NA,IR1,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385.0,4,0,PConc,5,4,3,6,1290.0,1,316.0,1606.0,GasA,4,Y,SBrkr,2.0005691929516125,466,2.034103858881962,1.0,2,1,3,1,4,8,0,1,4,Attchd,2005.0,0,2.0,521.0,0,0,2,194,84,0,0,0,0,0,NA,NA,5,New,Partial,
60,RL,1.533577726591972,2.2473282882860675,Pave,NA,IR1,Lvl,3,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,0,PConc,5,3,3,1,0.0,1,1209.0,1209.0,GasA,4,Y,SBrkr,1.9597494921331018,1044,2.0438166879241715,0.0,2,1,3,1,4,8,0,1,4,Attchd,2005.0,2,2.0,575.0,0,0,2,243,142,0,0,0,0,0,NA,NA,7,New,Partial,
60,RL,1.4831304777411851,2.22736344519664,Pave,NA,IR1,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,5,3,4,1,0.0,1,1054.0,1054.0,GasA,3,Y,SBrkr,1.9402294341760893,1335,2.0513802490790147,0.0,2,1,4,1,3,10,0,1,4,BuiltIn,2006.0,2,3.0,672.0,0,0,2,176,64,0,0,0,0,0,NA,NA,11,New,Partial,
60,RL,1.4831304777411851,2.2367081213350177,Pave,NA,IR1,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,3,0,PConc,5,3,3,6,880.0,1,644.0,1524.0,GasA,4,Y,SBrkr,1.9936292269709892,814,2.0496997418865406,1.0,2,1,4,1,4,10,0,1,4,BuiltIn,2005.0,2,3.0,784.0,0,0,2,120,34,0,0,0,0,0,NA,NA,8,New,Partial,
20,RL,1.5677385634836343,2.2543792120669366,Pave,NA,IR1,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,4,0,PConc,5,3,4,6,1232.0,1,560.0,1792.0,GasA,4,Y,SBrkr,2.0137139930671686,0,2.0137139930671686,1.0,2,0,2,1,3,6,0,1,4,Attchd,2005.0,0,3.0,925.0,0,0,2,204,49,0,0,0,0,0,NA,NA,3,New,Partial,
20,RL,1.5841605801847392,2.262208058242698,Pave,NA,IR1,Lvl,3,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,674.0,4,0,PConc,5,3,4,6,1383.0,1,397.0,1780.0,GasA,4,Y,SBrkr,2.012816664719593,0,2.012816664719593,1.0,2,0,2,1,4,7,0,1,4,Attchd,2004.0,2,3.0,816.0,0,0,2,144,68,0,0,0,0,0,NA,NA,8,WD,Normal,
60,RL,1.4397184637016933,2.250144596299215,Pave,NA,IR1,Lvl,3,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,3,0,PConc,4,3,1,6,994.0,1,426.0,1420.0,GasA,4,Y,SBrkr,1.9827418295564325,488,2.022467745328149,1.0,2,1,3,1,3,9,0,1,3,BuiltIn,2004.0,0,3.0,746.0,0,0,2,168,127,0,0,0,0,0,NA,NA,2,WD,Normal,
120,RL,1.3535647976324747,2.161547922455776,Pave,NA,Reg,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278.0,4,0,PConc,5,3,1,6,472.0,1,1088.0,1560.0,GasA,4,Y,SBrkr,1.9954675158528319,0,1.9954675158528319,1.0,2,0,2,1,4,6,0,1,4,Attchd,2005.0,0,2.0,556.0,0,0,2,196,56,0,0,0,0,0,NA,NA,3,WD,Normal,
20,RL,1.4136356249281932,2.192117889996119,Pave,NA,Reg,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,518.0,3,0,PConc,5,4,1,6,1023.0,1,663.0,1686.0,GasA,4,Y,SBrkr,2.00554122046387,0,2.00554122046387,1.0,2,0,1,1,4,6,0,1,4,Attchd,2006.0,2,3.0,899.0,0,0,2,266,100,0,0,0,0,0,NA,NA,6,New,Partial,
120,RL,1.3535647976324747,2.170175995539412,Pave,NA,Reg,Lvl,3,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,4,0,PConc,5,4,1,6,415.0,1,1251.0,1666.0,GasA,4,Y,SBrkr,2.0039338549804397,0,2.0039338549804397,1.0,2,0,2,1,3,6,0,1,4,Attchd,2006.0,0,2.0,575.0,0,0,2,228,75,0,0,0,0,0,NA,NA,6,New,Partial,
60,RL,1.4289675858306226,2.2228667537903437,Pave,NA,Reg,Lvl,3,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,1,1,0.0,1,728.0,728.0,GasA,4,Y,SBrkr,1.885599030050162,728,1.9856044078643906,0.0,2,1,3,1,3,8,0,1,4,Attchd,2005.0,2,2.0,390.0,0,0,2,0,24,0,0,0,0,0,NA,NA,2,New,Partial,
60,RL,1.4289675858306226,2.2228667537903437,Pave,NA,Reg,Lvl,3,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,1,1,0.0,1,738.0,738.0,GasA,4,Y,SBrkr,1.8876670197528467,754,1.9889522301490885,0.0,2,1,3,1,3,8,0,0,0,Attchd,2006.0,2,2.0,440.0,0,0,2,0,32,0,0,0,0,0,NA,NA,9,New,Partial,
20,RL,1.5314704927383054,2.236863948556272,Pave,NA,IR1,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,3,1,0.0,1,1326.0,1326.0,GasA,4,Y,SBrkr,1.9726803470214904,0,1.9726803470214904,0.0,2,0,3,1,3,6,0,0,0,Attchd,2006.0,2,2.0,427.0,0,0,2,100,0,0,0,0,0,0,NA,NA,7,New,Partial,
60,RL,1.5182757199460604,2.2365979739544795,Pave,NA,IR1,Lvl,3,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,3,0,PConc,4,3,3,1,0.0,1,1052.0,1052.0,GasA,4,Y,SBrkr,1.9399565174958335,1321,2.0505159844124687,0.0,2,1,4,1,3,9,0,1,4,BuiltIn,2004.0,2,3.0,632.0,0,0,2,120,46,0,0,0,0,0,NA,NA,6,New,Partial,
60,RL,1.4626737779454593,2.2097083573699616,Pave,NA,IR1,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,1,1,0.0,1,738.0,738.0,GasA,4,Y,SBrkr,1.8876670197528467,754,1.9889522301490885,0.0,2,1,3,1,3,8,0,0,0,Attchd,2006.0,2,2.0,440.0,0,0,2,100,32,0,0,0,0,0,NA,NA,10,New,Partial,
120,RL,1.3247380861805318,2.0838014017254167,Pave,NA,Reg,Lvl,3,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,3,0,PConc,4,3,3,6,453.0,1,767.0,1220.0,GasA,4,Y,SBrkr,1.9766024055607472,0,1.9766024055607472,1.0,2,0,2,1,3,6,0,1,4,Attchd,2006.0,2,2.0,437.0,0,0,2,100,16,0,0,0,0,0,NA,NA,11,New,Partial,
120,RL,1.4397184637016933,2.077625438153423,Pave,NA,Reg,Lvl,3,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,0,PConc,4,3,3,6,1038.0,1,330.0,1368.0,GasA,4,Y,SBrkr,1.9906823147636308,0,1.9906823147636308,1.0,2,0,2,1,3,5,0,1,3,Attchd,2002.0,2,2.0,398.0,0,0,2,130,30,0,0,0,0,0,NA,NA,5,WD,Normal,
120,RM,1.4397184637016933,2.083195000415361,Pave,NA,Reg,Lvl,3,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,3,0,PConc,4,3,1,6,1059.0,1,306.0,1365.0,GasA,4,Y,SBrkr,1.993981558948707,0,1.993981558948707,1.0,2,0,2,1,3,7,0,1,3,Attchd,2004.0,2,2.0,388.0,0,0,2,143,20,0,0,0,0,0,NA,NA,9,WD,Normal,
120,RL,1.3247380861805318,2.0806527276157967,Pave,NA,Reg,Lvl,3,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,3,0,PConc,4,3,4,6,16.0,1,1126.0,1142.0,GasA,4,Y,SBrkr,1.951684359059543,0,1.951684359059543,0.0,2,0,2,1,3,6,0,0,0,Attchd,2005.0,2,2.0,440.0,0,0,2,90,0,0,0,0,0,0,NA,NA,6,New,Partial,
60,RL,1.4054932385256123,2.210886560494265,Pave,NA,IR1,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,3,1,0.0,1,848.0,848.0,GasA,4,Y,SBrkr,1.9084872276518074,750,1.9983003730255549,0.0,2,1,3,1,3,7,0,1,4,Attchd,2004.0,2,2.0,433.0,0,0,2,100,48,0,0,0,0,0,NA,NA,7,WD,Normal,
60,RL,1.4397184637016933,2.2045575174922902,Pave,NA,IR1,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,0,PConc,4,3,1,5,732.0,1,250.0,982.0,GasA,4,Y,SBrkr,1.9337975798369365,881,2.020726413958652,0.0,2,1,3,1,2,9,0,1,3,Attchd,2000.0,2,2.0,431.0,0,0,2,0,0,0,0,0,0,0,NA,NA,4,WD,Normal,
60,RL,1.4397184637016933,2.240847047444892,Pave,NA,IR1,Lvl,3,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,4,3,1,1,0.0,1,1035.0,1035.0,GasA,3,Y,SBrkr,1.9439892280396651,1240,2.047716605954902,0.0,3,1,4,1,3,8,0,0,0,Attchd,2006.0,0,3.0,617.0,0,0,2,400,45,0,0,0,0,0,NA,NA,8,New,Partial,
60,RL,1.4885839460327333,2.216564017552831,Pave,NA,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,3,0,PConc,4,3,1,6,791.0,1,253.0,1044.0,GasA,4,Y,SBrkr,1.943591744382062,897,2.026677413291849,1.0,2,1,3,1,3,7,0,1,5,Attchd,1998.0,2,3.0,885.0,0,0,2,210,31,0,0,0,0,0,NA,NA,2,WD,Normal,
60,RL,1.4858773557530183,2.2152579646503687,Pave,NA,Reg,Lvl,3,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,322.0,3,0,PConc,4,3,2,6,505.0,1,655.0,1160.0,GasA,4,Y,SBrkr,1.9592824606702304,1029,2.042719072666146,1.0,2,1,3,1,3,7,0,1,3,BuiltIn,2000.0,0,3.0,768.0,0,0,2,0,50,0,0,0,0,0,NA,NA,6,WD,Normal,
60,RL,1.4397184637016933,2.2116247620598006,Pave,NA,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,877.0,3,0,PConc,5,3,3,6,1182.0,1,358.0,1540.0,GasA,4,Y,SBrkr,1.9932758563659478,1315,2.074030317640599,1.0,2,1,4,1,4,9,0,1,3,Attchd,2000.0,0,3.0,774.0,0,0,2,247,55,0,0,0,0,0,NA,NA,3,WD,Normal,
60,RL,1.4858773557530183,2.220532879284766,Pave,NA,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,3,0,PConc,4,3,1,5,527.0,1,815.0,1342.0,GasA,4,Y,SBrkr,1.9759914649872996,1368,2.068202445522684,0.0,2,1,4,1,3,9,0,1,5,Attchd,1995.0,0,3.0,725.0,0,0,2,307,169,168,0,0,0,0,NA,NA,6,WD,Normal,
60,RL,1.55523479881416,2.277790588756808,Pave,NA,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1993,1994,Hip,CompShg,MetalSd,MetalSd,BrkFace,738.0,3,1,PConc,5,3,4,3,292.0,6,48.0,1733.0,GasA,4,Y,SBrkr,2.023774020507994,1567,2.099307677679578,1.0,3,1,4,1,4,11,0,1,3,Attchd,1993.0,0,3.0,959.0,0,0,2,870,86,0,0,210,0,0,NA,NA,5,WD,Normal,
60,RL,1.4397184637016933,2.222856174122285,Pave,NA,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,501.0,3,0,PConc,4,3,4,6,380.0,4,742.0,1290.0,GasA,4,Y,SBrkr,1.970457569190341,1189,2.0568946509304413,1.0,2,1,4,1,3,9,0,1,3,Attchd,1994.0,2,3.0,803.0,0,0,2,200,95,0,0,0,0,0,GdPrv,NA,6,WD,Normal,
60,RL,1.4397184637016933,2.244983618289182,Pave,NA,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,3,0,PConc,4,3,1,2,247.0,6,0.0,1286.0,GasA,4,Y,SBrkr,1.9954675158528319,1234,2.071537573648638,1.0,2,1,3,1,3,8,0,1,3,Attchd,1993.0,2,3.0,704.0,0,0,2,432,136,0,0,0,0,0,NA,NA,10,WD,Normal,
60,RL,1.4626737779454593,2.243814959631788,Pave,NA,IR1,Lvl,3,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,3,0,PConc,4,4,1,1,0.0,1,1100.0,1100.0,GasA,4,Y,SBrkr,1.9484079046281175,848,2.0258744126299164,0.0,2,1,3,1,3,8,0,1,4,BuiltIn,2005.0,2,2.0,760.0,0,0,2,200,70,0,0,0,0,0,NA,NA,1,New,Partial,
20,RL,1.3588769911382217,2.2649075470860733,Pave,NA,IR1,Lvl,3,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,0,PConc,5,4,1,6,1562.0,1,108.0,1670.0,GasA,4,Y,SBrkr,2.0042570737330614,0,2.0042570737330614,1.0,2,1,2,1,3,6,0,1,4,Attchd,2006.0,0,3.0,928.0,0,0,2,0,240,200,0,0,0,0,NA,NA,9,New,Partial,
